travel_type,market,measure,unit,state,state_abbrev,period_type,year,quarter,period_label,is_calendar_year_end,value,source,source_file,original_table,original_title
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2023,Q3,Q3 2023,False,749.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2023,Q4,Q4 2023,True,856.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2024,Q1,Q1 2024,False,989.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2024,Q2,Q2 2024,False,690.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2024,Q3,Q3 2024,False,645.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Tasmania,TAS,quarter,2024,Q4,Q4 2024,True,855.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2019,Q1,Q1 2019,False,101.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2019,Q2,Q2 2019,False,234.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2019,Q3,Q3 2019,False,244.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2019,Q4,Q4 2019,True,151.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2020,Q1,Q1 2020,False,112.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2020,Q2,Q2 2020,False,32.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2020,Q3,Q3 2020,False,77.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2020,Q4,Q4 2020,True,127.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2021,Q1,Q1 2021,False,155.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2021,Q2,Q2 2021,False,262.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2021,Q3,Q3 2021,False,226.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2021,Q4,Q4 2021,True,106.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2022,Q1,Q1 2022,False,132.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2022,Q2,Q2 2022,False,321.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2022,Q3,Q3 2022,False,453.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2022,Q4,Q4 2022,True,247.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2023,Q1,Q1 2023,False,111.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2023,Q2,Q2 2023,False,333.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2023,Q3,Q3 2023,False,469.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2023,Q4,Q4 2023,True,264.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2024,Q1,Q1 2024,False,245.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2024,Q2,Q2 2024,False,251.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2024,Q3,Q3 2024,False,419.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,Northern Territory,NT,quarter,2024,Q4,Q4 2024,True,287.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2019,Q1,Q1 2019,False,404.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2019,Q2,Q2 2019,False,375.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2019,Q3,Q3 2019,False,447.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2019,Q4,Q4 2019,True,238.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2020,Q1,Q1 2020,False,344.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2020,Q2,Q2 2020,False,78.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2020,Q3,Q3 2020,False,280.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2020,Q4,Q4 2020,True,278.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2021,Q1,Q1 2021,False,300.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2021,Q2,Q2 2021,False,411.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2021,Q3,Q3 2021,False,74.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2021,Q4,Q4 2021,True,126.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2022,Q1,Q1 2022,False,363.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2022,Q2,Q2 2022,False,526.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2022,Q3,Q3 2022,False,482.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2022,Q4,Q4 2022,True,493.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2023,Q1,Q1 2023,False,492.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2023,Q2,Q2 2023,False,479.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2023,Q3,Q3 2023,False,441.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2023,Q4,Q4 2023,True,478.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2024,Q1,Q1 2024,False,658.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2024,Q2,Q2 2024,False,656.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2024,Q3,Q3 2024,False,646.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,All overnight,Spend,AUD millions,ACT,ACT,quarter,2024,Q4,Q4 2024,True,529.0,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 3,"Backcast Overnight Spend ($M), Australia and States"
Overnight,Interstate,Trips,000 trips,Australia,AUS,quarter,2019,Q1,Q1 2019,False,6718.419,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 4,"Backcast Overnight Interstate Trips ('000), Australia and States"
Overnight,Interstate,Trips,000 trips,Australia,AUS,quarter,2019,Q2,Q2 2019,False,6240.466,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 4,"Backcast Overnight Interstate Trips ('000), Australia and States"
Overnight,Interstate,Trips,000 trips,Australia,AUS,quarter,2019,Q3,Q3 2019,False,6685.003,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 4,"Backcast Overnight Interstate Trips ('000), Australia and States"
Overnight,Interstate,Trips,000 trips,Australia,AUS,quarter,2019,Q4,Q4 2019,True,7061.386,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 4,"Backcast Overnight Interstate Trips ('000), Australia and States"
Overnight,Interstate,Trips,000 trips,Australia,AUS,quarter,2020,Q1,Q1 2020,False,6309.409,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 4,"Backcast Overnight Interstate Trips ('000), Australia and States"
Overnight,Interstate,Trips,000 trips,Australia,AUS,quarter,2020,Q2,Q2 2020,False,1251.383,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 4,"Backcast Overnight Interstate Trips ('000), Australia and States"
Overnight,Interstate,Trips,000 trips,Australia,AUS,quarter,2020,Q3,Q3 2020,False,1603.836,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 4,"Backcast Overnight Interstate Trips ('000), Australia and States"
Overnight,Interstate,Trips,000 trips,Australia,AUS,quarter,2020,Q4,Q4 2020,True,2889.372,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 4,"Backcast Overnight Interstate Trips ('000), Australia and States"
Overnight,Interstate,Trips,000 trips,Australia,AUS,quarter,2021,Q1,Q1 2021,False,4188.622,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 4,"Backcast Overnight Interstate Trips ('000), Australia and States"
Overnight,Interstate,Trips,000 trips,Australia,AUS,quarter,2021,Q2,Q2 2021,False,5296.072,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 4,"Backcast Overnight Interstate Trips ('000), Australia and States"
Overnight,Interstate,Trips,000 trips,Australia,AUS,quarter,2021,Q3,Q3 2021,False,1243.817,Tourism Research Australia: Domestic Tourism Statistics,domestic_tourism_overnight_backcast_2019_2024.xlsx,Table 4,"Backcast Overnight Interstate Trips ('000), Australia and States"
